No,kode_provinsi,nama_provinsi,bps_kode_kabupaten_kota,bps_nama_kabupaten_kota,no_segmen,segmen,hari,volume_lalu_lintas,satuan,tahun
170,32,JAWA BARAT,3271,KOTA BOGOR,4,"SALABENDA
  (BATAS KOTA) - SIMPANG KAYU MANIS",HARI LIBUR,907.29,SMP/JAM,2020
171,32,JAWA BARAT,3271,KOTA BOGOR,1,"SIMPANG
  WARUNG JAMBU - SIMPANG NARKOBA (BORR)",HARI KERJA,1508.43,SMP/JAM,2021
172,32,JAWA BARAT,3271,KOTA BOGOR,1,"SIMPANG
  NARKOBA (BORR) - SIMPANG WARUNG JAMBU",HARI KERJA,1195.48,SMP/JAM,2021
173,32,JAWA BARAT,3271,KOTA BOGOR,2,"SIMPANG
  NARKOBA (BORR) - SIMPANG TALANG",HARI KERJA,1488.29,SMP/JAM,2021
174,32,JAWA BARAT,3271,KOTA BOGOR,1,"SIMPANG NARKOBA (BORR) -
  UNDERPASS",HARI KERJA,1360.6,SMP/JAM,2015
175,32,JAWA BARAT,3271,KOTA BOGOR,1,"UNDERPASS - SIMPANG NARKOBA
  (BORR)",HARI KERJA,1524.1,SMP/JAM,2015
176,32,JAWA BARAT,3271,KOTA BOGOR,2,UNDERPASS - SIMPANG YASMIN,HARI KERJA,1543.4,SMP/JAM,2015
177,32,JAWA BARAT,3271,KOTA BOGOR,2,SIMPANG YASMIN - UNDERPASS,HARI KERJA,1502.7,SMP/JAM,2015
178,32,JAWA BARAT,3271,KOTA BOGOR,3,"SIMPANG YASMIN - SIMPANG KAYU
  MANIS",HARI KERJA,1585.6,SMP/JAM,2015
179,32,JAWA BARAT,3271,KOTA BOGOR,3,"SIMPANG KAYU MANIS - SIMPANG
  YASMIN",HARI KERJA,1585.6,SMP/JAM,2015
180,32,JAWA BARAT,3271,KOTA BOGOR,4,"SIMPANG KAYU MANIS - SALABENDA
  (BATAS KOTA)",HARI KERJA,1533.5,SMP/JAM,2015
181,32,JAWA BARAT,3271,KOTA BOGOR,4,"SALABENDA (BATAS KOTA) - SIMPANG
  KAYU MANIS",HARI KERJA,1533.5,SMP/JAM,2015
182,32,JAWA BARAT,3271,KOTA BOGOR,1,"SIMPANG NARKOBA (BORR) -
  UNDERPASS",HARI LIBUR,1502.7,SMP/JAM,2015
183,32,JAWA BARAT,3271,KOTA BOGOR,1,"UNDERPASS - SIMPANG NARKOBA
  (BORR)",HARI LIBUR,1485.5,SMP/JAM,2015
184,32,JAWA BARAT,3271,KOTA BOGOR,2,UNDERPASS - SIMPANG YASMIN,HARI LIBUR,1502.7,SMP/JAM,2015
185,32,JAWA BARAT,3271,KOTA BOGOR,2,SIMPANG YASMIN - UNDERPASS,HARI LIBUR,1462.1,SMP/JAM,2015
186,32,JAWA BARAT,3271,KOTA BOGOR,3,"SIMPANG YASMIN - SIMPANG KAYU
  MANIS",HARI LIBUR,146600,SMP/JAM,2015
187,32,JAWA BARAT,3271,KOTA BOGOR,3,"SIMPANG KAYU MANIS - SIMPANG
  YASMIN",HARI LIBUR,146600,SMP/JAM,2015
188,32,JAWA BARAT,3271,KOTA BOGOR,4,"SIMPANG KAYU MANIS - SALABENDA
  (BATAS KOTA)",HARI LIBUR,1383.2,SMP/JAM,2015
189,32,JAWA BARAT,3271,KOTA BOGOR,4,"SALABENDA (BATAS KOTA) - SIMPANG
  KAYU MANIS",HARI LIBUR,1383.2,SMP/JAM,2015
190,32,JAWA BARAT,3271,KOTA BOGOR,1,"SIMPANG NARKOBA (BORR) -
  UNDERPASS",HARI KERJA,1537.48,SMP/JAM,2016
191,32,JAWA BARAT,3271,KOTA BOGOR,1,"UNDERPASS - SIMPANG NARKOBA
  (BORR)",HARI KERJA,1859.4,SMP/JAM,2016
192,32,JAWA BARAT,3271,KOTA BOGOR,2,UNDERPASS - SIMPANG YASMIN,HARI KERJA,2083.59,SMP/JAM,2016
193,32,JAWA BARAT,3271,KOTA BOGOR,2,SIMPANG YASMIN - UNDERPASS,HARI KERJA,1758.16,SMP/JAM,2016
194,32,JAWA BARAT,3271,KOTA BOGOR,3,"SIMPANG YASMIN - SIMPANG KAYU
  MANIS",HARI KERJA,872.08,SMP/JAM,2016
195,32,JAWA BARAT,3271,KOTA BOGOR,3,"SIMPANG KAYU MANIS - SIMPANG
  YASMIN",HARI KERJA,887.94,SMP/JAM,2016
196,32,JAWA BARAT,3271,KOTA BOGOR,4,"SIMPANG KAYU MANIS - SALABENDA
  (BATAS KOTA)",HARI KERJA,912.43,SMP/JAM,2016
197,32,JAWA BARAT,3271,KOTA BOGOR,4,"SALABENDA (BATAS KOTA) - SIMPANG
  KAYU MANIS",HARI KERJA,866.43,SMP/JAM,2016
198,32,JAWA BARAT,3271,KOTA BOGOR,1,"SIMPANG NARKOBA (BORR) -
  UNDERPASS",HARI LIBUR,1698.05,SMP/JAM,2016
199,32,JAWA BARAT,3271,KOTA BOGOR,1,"UNDERPASS - SIMPANG NARKOBA
  (BORR)",HARI LIBUR,1708.33,SMP/JAM,2016
200,32,JAWA BARAT,3271,KOTA BOGOR,2,UNDERPASS - SIMPANG YASMIN,HARI LIBUR,1637.94,SMP/JAM,2016
201,32,JAWA BARAT,3271,KOTA BOGOR,2,SIMPANG YASMIN - UNDERPASS,HARI LIBUR,1576.91,SMP/JAM,2016
202,32,JAWA BARAT,3271,KOTA BOGOR,3,"SIMPANG YASMIN - SIMPANG KAYU
  MANIS",HARI LIBUR,835.62,SMP/JAM,2016
203,32,JAWA BARAT,3271,KOTA BOGOR,3,"SIMPANG KAYU MANIS - SIMPANG
  YASMIN",HARI LIBUR,791.64,SMP/JAM,2016
204,32,JAWA BARAT,3271,KOTA BOGOR,4,"SIMPANG KAYU MANIS - SALABENDA
  (BATAS KOTA)",HARI LIBUR,864.5,SMP/JAM,2016
205,32,JAWA BARAT,3271,KOTA BOGOR,4,"SALABENDA (BATAS KOTA) - SIMPANG
  KAYU MANIS",HARI LIBUR,781.51,SMP/JAM,2016
206,32,JAWA BARAT,3271,KOTA BOGOR,1,"SIMPANG NARKOBA (BORR) -
  UNDERPASS",HARI KERJA,1704.7,SMP/JAM,2017
207,32,JAWA BARAT,3271,KOTA BOGOR,1,"UNDERPASS - SIMPANG NARKOBA
  (BORR)",HARI KERJA,1789.9,SMP/JAM,2017
208,32,JAWA BARAT,3271,KOTA BOGOR,2,UNDERPASS - SIMPANG YASMIN,HARI KERJA,1704.7,SMP/JAM,2017
209,32,JAWA BARAT,3271,KOTA BOGOR,2,SIMPANG YASMIN - UNDERPASS,HARI KERJA,1884.1,SMP/JAM,2017
210,32,JAWA BARAT,3271,KOTA BOGOR,3,"SIMPANG YASMIN - SIMPANG KAYU
  MANIS",HARI KERJA,1632.2,SMP/JAM,2017
211,32,JAWA BARAT,3271,KOTA BOGOR,3,"SIMPANG KAYU MANIS - SIMPANG
  YASMIN",HARI KERJA,1632.2,SMP/JAM,2017
212,32,JAWA BARAT,3271,KOTA BOGOR,4,"SIMPANG KAYU MANIS - SALABENDA
  (BATAS KOTA)",HARI KERJA,1579.6,SMP/JAM,2017
213,32,JAWA BARAT,3271,KOTA BOGOR,4,"SALABENDA (BATAS KOTA) - SIMPANG
  KAYU MANIS",HARI KERJA,1579.6,SMP/JAM,2017
214,32,JAWA BARAT,3271,KOTA BOGOR,1,"SIMPANG NARKOBA (BORR) -
  UNDERPASS",HARI LIBUR,2033.7,SMP/JAM,2017
215,32,JAWA BARAT,3271,KOTA BOGOR,1,"UNDERPASS - SIMPANG NARKOBA
  (BORR)",HARI LIBUR,2102.4,SMP/JAM,2017
216,32,JAWA BARAT,3271,KOTA BOGOR,2,UNDERPASS - SIMPANG YASMIN,HARI LIBUR,2033.7,SMP/JAM,2017
217,32,JAWA BARAT,3271,KOTA BOGOR,2,SIMPANG YASMIN - UNDERPASS,HARI LIBUR,2213.1,SMP/JAM,2017
218,32,JAWA BARAT,3271,KOTA BOGOR,3,"SIMPANG YASMIN - SIMPANG KAYU
  MANIS",HARI LIBUR,1481.1,SMP/JAM,2017
219,32,JAWA BARAT,3271,KOTA BOGOR,3,"SIMPANG KAYU MANIS - SIMPANG
  YASMIN",HARI LIBUR,1481.1,SMP/JAM,2017
220,32,JAWA BARAT,3271,KOTA BOGOR,4,"SIMPANG KAYU MANIS - SALABENDA
  (BATAS KOTA)",HARI LIBUR,1397.3,SMP/JAM,2017
221,32,JAWA BARAT,3271,KOTA BOGOR,4,"SALABENDA (BATAS KOTA) - SIMPANG
  KAYU MANIS",HARI LIBUR,1397.3,SMP/JAM,2017
222,32,JAWA BARAT,3271,KOTA BOGOR,1,"SIMPANG NARKOBA (BORR) -
  UNDERPASS",HARI KERJA,1704.7,SMP/JAM,2018
223,32,JAWA BARAT,3271,KOTA BOGOR,1,"UNDERPASS - SIMPANG NARKOBA
  (BORR)",HARI KERJA,1789.9,SMP/JAM,2018
224,32,JAWA BARAT,3271,KOTA BOGOR,2,UNDERPASS - SIMPANG YASMIN,HARI KERJA,1704.7,SMP/JAM,2018
225,32,JAWA BARAT,3271,KOTA BOGOR,2,SIMPANG YASMIN - UNDERPASS,HARI KERJA,1884.1,SMP/JAM,2018
226,32,JAWA BARAT,3271,KOTA BOGOR,3,"SIMPANG YASMIN - SIMPANG KAYU
  MANIS",HARI KERJA,1632.2,SMP/JAM,2018
227,32,JAWA BARAT,3271,KOTA BOGOR,3,"SIMPANG KAYU MANIS - SIMPANG
  YASMIN",HARI KERJA,1632.2,SMP/JAM,2018
228,32,JAWA BARAT,3271,KOTA BOGOR,4,"SIMPANG KAYU MANIS - SALABENDA
  (BATAS KOTA)",HARI KERJA,1579.6,SMP/JAM,2018
229,32,JAWA BARAT,3271,KOTA BOGOR,4,"SALABENDA (BATAS KOTA) - SIMPANG
  KAYU MANIS",HARI KERJA,1579.6,SMP/JAM,2018
230,32,JAWA BARAT,3271,KOTA BOGOR,1,"SIMPANG NARKOBA (BORR) -
  UNDERPASS",HARI LIBUR,2033.7,SMP/JAM,2018
231,32,JAWA BARAT,3271,KOTA BOGOR,1,"UNDERPASS - SIMPANG NARKOBA
  (BORR)",HARI LIBUR,2102.4,SMP/JAM,2018
232,32,JAWA BARAT,3271,KOTA BOGOR,2,UNDERPASS - SIMPANG YASMIN,HARI LIBUR,2033.7,SMP/JAM,2018
233,32,JAWA BARAT,3271,KOTA BOGOR,2,SIMPANG YASMIN - UNDERPASS,HARI LIBUR,2213.1,SMP/JAM,2018
234,32,JAWA BARAT,3271,KOTA BOGOR,3,"SIMPANG YASMIN - SIMPANG KAYU
  MANIS",HARI LIBUR,1481.1,SMP/JAM,2018
235,32,JAWA BARAT,3271,KOTA BOGOR,3,"SIMPANG KAYU MANIS - SIMPANG
  YASMIN",HARI LIBUR,1481.1,SMP/JAM,2018
236,32,JAWA BARAT,3271,KOTA BOGOR,4,"SIMPANG KAYU MANIS - SALABENDA
  (BATAS KOTA)",HARI LIBUR,1397.3,SMP/JAM,2018
237,32,JAWA BARAT,3271,KOTA BOGOR,4,"SALABENDA (BATAS KOTA) - SIMPANG
  KAYU MANIS",HARI LIBUR,1397.3,SMP/JAM,2018
238,32,JAWA BARAT,3271,KOTA BOGOR,1,"SIMPANG NARKOBA (BORR) -
  UNDERPASS",HARI KERJA,1568.22,SMP/JAM,2019
239,32,JAWA BARAT,3271,KOTA BOGOR,1,"UNDERPASS - SIMPANG NARKOBA
  (BORR)",HARI KERJA,1896.59,SMP/JAM,2019
240,32,JAWA BARAT,3271,KOTA BOGOR,2,UNDERPASS - SIMPANG YASMIN,HARI KERJA,2125.26,SMP/JAM,2019
241,32,JAWA BARAT,3271,KOTA BOGOR,2,SIMPANG YASMIN - UNDERPASS,HARI KERJA,1793.32,SMP/JAM,2019
242,32,JAWA BARAT,3271,KOTA BOGOR,3,"SIMPANG YASMIN - SIMPANG KAYU
  MANIS",HARI KERJA,889.52,SMP/JAM,2019
243,32,JAWA BARAT,3271,KOTA BOGOR,3,"SIMPANG KAYU MANIS - SIMPANG
  YASMIN",HARI KERJA,905.69,SMP/JAM,2019
244,32,JAWA BARAT,3271,KOTA BOGOR,4,"SIMPANG KAYU MANIS - SALABENDA
  (BATAS KOTA)",HARI KERJA,930.68,SMP/JAM,2019
245,32,JAWA BARAT,3271,KOTA BOGOR,4,"SALABENDA (BATAS KOTA) - SIMPANG
  KAYU MANIS",HARI KERJA,883.76,SMP/JAM,2019
246,32,JAWA BARAT,3271,KOTA BOGOR,1,"SIMPANG NARKOBA (BORR) -
  UNDERPASS",HARI LIBUR,1732.01,SMP/JAM,2019
247,32,JAWA BARAT,3271,KOTA BOGOR,1,"UNDERPASS - SIMPANG NARKOBA
  (BORR)",HARI LIBUR,1742.49,SMP/JAM,2019
248,32,JAWA BARAT,3271,KOTA BOGOR,2,UNDERPASS - SIMPANG YASMIN,HARI LIBUR,1670.7,SMP/JAM,2019
249,32,JAWA BARAT,3271,KOTA BOGOR,2,SIMPANG YASMIN - UNDERPASS,HARI LIBUR,1608.45,SMP/JAM,2019
250,32,JAWA BARAT,3271,KOTA BOGOR,3,"SIMPANG YASMIN - SIMPANG KAYU
  MANIS",HARI LIBUR,852.33,SMP/JAM,2019
251,32,JAWA BARAT,3271,KOTA BOGOR,3,"SIMPANG KAYU MANIS - SIMPANG
  YASMIN",HARI LIBUR,807.47,SMP/JAM,2019
252,32,JAWA BARAT,3271,KOTA BOGOR,4,"SIMPANG KAYU MANIS - SALABENDA
  (BATAS KOTA)",HARI LIBUR,881.79,SMP/JAM,2019
253,32,JAWA BARAT,3271,KOTA BOGOR,4,"SALABENDA (BATAS KOTA) - SIMPANG
  KAYU MANIS",HARI LIBUR,797.14,SMP/JAM,2019
254,32,JAWA BARAT,3271,KOTA BOGOR,1,"SIMPANG NARKOBA (BORR) -
  UNDERPASS",HARI KERJA,1411.4,SMP/JAM,2020
255,32,JAWA BARAT,3271,KOTA BOGOR,1,"UNDERPASS - SIMPANG NARKOBA
  (BORR)",HARI KERJA,1679.93,SMP/JAM,2020
256,32,JAWA BARAT,3271,KOTA BOGOR,2,UNDERPASS - SIMPANG YASMIN,HARI KERJA,1912.74,SMP/JAM,2020
257,32,JAWA BARAT,3271,KOTA BOGOR,2,SIMPANG YASMIN - UNDERPASS,HARI KERJA,1613.98,SMP/JAM,2020
258,32,JAWA BARAT,3271,KOTA BOGOR,3,"SIMPANG YASMIN - SIMPANG KAYU
  MANIS",HARI KERJA,800.76,SMP/JAM,2020
259,32,JAWA BARAT,3271,KOTA BOGOR,3,"SIMPANG KAYU MANIS - SIMPANG
  YASMIN",HARI KERJA,815.12,SMP/JAM,2020
260,32,JAWA BARAT,3271,KOTA BOGOR,4,"SIMPANG KAYU MANIS - SALABENDA
  (BATAS KOTA)",HARI KERJA,837.63,SMP/JAM,2020
261,32,JAWA BARAT,3271,KOTA BOGOR,4,"SALABENDA (BATAS KOTA) - SIMPANG
  KAYU MANIS",HARI KERJA,795.38,SMP/JAM,2020
262,32,JAWA BARAT,3271,KOTA BOGOR,1,"SIMPANG NARKOBA (BORR) -
  UNDERPASS",HARI LIBUR,1558.81,SMP/JAM,2020
263,32,JAWA BARAT,3271,KOTA BOGOR,1,"UNDERPASS - SIMPANG NARKOBA
  (BORR)",HARI LIBUR,1568.24,SMP/JAM,2020
264,32,JAWA BARAT,3271,KOTA BOGOR,2,UNDERPASS - SIMPANG YASMIN,HARI LIBUR,1503.63,SMP/JAM,2020
265,32,JAWA BARAT,3271,KOTA BOGOR,2,SIMPANG YASMIN - UNDERPASS,HARI LIBUR,1447.61,SMP/JAM,2020
266,32,JAWA BARAT,3271,KOTA BOGOR,3,"SIMPANG YASMIN - SIMPANG KAYU
  MANIS",HARI LIBUR,767.1,SMP/JAM,2020
267,32,JAWA BARAT,3271,KOTA BOGOR,3,"SIMPANG KAYU MANIS - SIMPANG
  YASMIN",HARI LIBUR,726.74,SMP/JAM,2020
268,32,JAWA BARAT,3271,KOTA BOGOR,4,"SIMPANG KAYU MANIS - SALABENDA
  (BATAS KOTA)",HARI LIBUR,793.61,SMP/JAM,2020
269,32,JAWA BARAT,3271,KOTA BOGOR,4,"SALABENDA (BATAS KOTA) - SIMPANG
  KAYU MANIS",HARI LIBUR,717.43,SMP/JAM,2020
270,32,JAWA BARAT,3271,KOTA BOGOR,1,"SIMPANG NARKOBA (BORR) -
  UNDERPASS",HARI KERJA,1483.53,SMP/JAM,2021
271,32,JAWA BARAT,3271,KOTA BOGOR,1,"UNDERPASS - SIMPANG NARKOBA
  (BORR)",HARI KERJA,1638.94,SMP/JAM,2021
272,32,JAWA BARAT,3271,KOTA BOGOR,2,UNDERPASS - SIMPANG YASMIN,HARI KERJA,2049.75,SMP/JAM,2021
273,32,JAWA BARAT,3271,KOTA BOGOR,2,SIMPANG YASMIN - UNDERPASS,HARI KERJA,1743.4,SMP/JAM,2021
274,32,JAWA BARAT,3271,KOTA BOGOR,3,"SIMPANG YASMIN - SIMPANG KAYU
  MANIS",HARI KERJA,867.92,SMP/JAM,2021
275,32,JAWA BARAT,3271,KOTA BOGOR,3,"SIMPANG KAYU MANIS - SIMPANG
  YASMIN",HARI KERJA,894.25,SMP/JAM,2021
276,32,JAWA BARAT,3271,KOTA BOGOR,4,"SIMPANG KAYU MANIS - SALABENDA
  (BATAS KOTA)",HARI KERJA,914.3,SMP/JAM,2021
277,32,JAWA BARAT,3271,KOTA BOGOR,4,"SALABENDA (BATAS KOTA) - SIMPANG
  KAYU MANIS",HARI KERJA,820.59,SMP/JAM,2021
278,32,JAWA BARAT,3271,KOTA BOGOR,1,"SIMPANG NARKOBA (BORR) -
  UNDERPASS",HARI LIBUR,1683.93,SMP/JAM,2021
279,32,JAWA BARAT,3271,KOTA BOGOR,1,"UNDERPASS - SIMPANG NARKOBA
  (BORR)",HARI LIBUR,1630.84,SMP/JAM,2021
280,32,JAWA BARAT,3271,KOTA BOGOR,2,UNDERPASS - SIMPANG YASMIN,HARI LIBUR,1602.94,SMP/JAM,2021
281,32,JAWA BARAT,3271,KOTA BOGOR,2,SIMPANG YASMIN - UNDERPASS,HARI LIBUR,1573.38,SMP/JAM,2021
282,32,JAWA BARAT,3271,KOTA BOGOR,3,"SIMPANG YASMIN - SIMPANG KAYU
  MANIS",HARI LIBUR,834.52,SMP/JAM,2021
283,32,JAWA BARAT,3271,KOTA BOGOR,3,"SIMPANG KAYU MANIS - SIMPANG
  YASMIN",HARI LIBUR,783.29,SMP/JAM,2021
284,32,JAWA BARAT,3271,KOTA BOGOR,4,"SIMPANG KAYU MANIS - SALABENDA
  (BATAS KOTA)",HARI LIBUR,869.53,SMP/JAM,2021
285,32,JAWA BARAT,3271,KOTA BOGOR,4,"SALABENDA (BATAS KOTA) - SIMPANG
  KAYU MANIS",HARI LIBUR,773.94,SMP/JAM,2021
286,32,JAWA BARAT,3271,KOTA BOGOR,1,"SIMPANG NARKOBA (BORR) -
  UNDERPASS",HARI KERJA,1484.12,SMP/JAM,2022
287,32,JAWA BARAT,3271,KOTA BOGOR,1,"UNDERPASS - SIMPANG NARKOBA
  (BORR)",HARI KERJA,1639.6,SMP/JAM,2022
288,32,JAWA BARAT,3271,KOTA BOGOR,2,UNDERPASS - SIMPANG YASMIN,HARI KERJA,2050.57,SMP/JAM,2022
289,32,JAWA BARAT,3271,KOTA BOGOR,2,SIMPANG YASMIN - UNDERPASS,HARI KERJA,1744.1,SMP/JAM,2022
290,32,JAWA BARAT,3271,KOTA BOGOR,3,"SIMPANG YASMIN - SIMPANG KAYU
  MANIS",HARI KERJA,868.27,SMP/JAM,2022
291,32,JAWA BARAT,3271,KOTA BOGOR,3,"SIMPANG KAYU MANIS - SIMPANG
  YASMIN",HARI KERJA,894.61,SMP/JAM,2022
292,32,JAWA BARAT,3271,KOTA BOGOR,4,"SIMPANG KAYU MANIS - SALABENDA
  (BATAS KOTA)",HARI KERJA,914.67,SMP/JAM,2022
293,32,JAWA BARAT,3271,KOTA BOGOR,4,"SALABENDA (BATAS KOTA) - SIMPANG
  KAYU MANIS",HARI KERJA,820.92,SMP/JAM,2022
294,32,JAWA BARAT,3271,KOTA BOGOR,1,"SIMPANG NARKOBA (BORR) -
  UNDERPASS",HARI LIBUR,1684.6,SMP/JAM,2022
295,32,JAWA BARAT,3271,KOTA BOGOR,1,"UNDERPASS - SIMPANG NARKOBA
  (BORR)",HARI LIBUR,1631.49,SMP/JAM,2022
296,32,JAWA BARAT,3271,KOTA BOGOR,2,UNDERPASS - SIMPANG YASMIN,HARI LIBUR,1603.58,SMP/JAM,2022
297,32,JAWA BARAT,3271,KOTA BOGOR,2,SIMPANG YASMIN - UNDERPASS,HARI LIBUR,1574.01,SMP/JAM,2022
298,32,JAWA BARAT,3271,KOTA BOGOR,3,"SIMPANG YASMIN - SIMPANG KAYU
  MANIS",HARI LIBUR,834.85,SMP/JAM,2022
299,32,JAWA BARAT,3271,KOTA BOGOR,3,"SIMPANG KAYU MANIS - SIMPANG
  YASMIN",HARI LIBUR,783.6,SMP/JAM,2022
300,32,JAWA BARAT,3271,KOTA BOGOR,4,"SIMPANG KAYU MANIS - SALABENDA
  (BATAS KOTA)",HARI LIBUR,869.88,SMP/JAM,2022
301,32,JAWA BARAT,3271,KOTA BOGOR,4,"SALABENDA (BATAS KOTA) - SIMPANG
  KAYU MANIS",HARI LIBUR,774.25,SMP/JAM,2022
302,32,JAWA BARAT,3271,KOTA BOGOR,1,"SIMPANG NARKOBA (BORR) -
  UNDERPASS",HARI KERJA,1484.12,SMP/JAM,2023
303,32,JAWA BARAT,3271,KOTA BOGOR,1,"UNDERPASS - SIMPANG NARKOBA
  (BORR)",HARI KERJA,1639.6,SMP/JAM,2023
304,32,JAWA BARAT,3271,KOTA BOGOR,2,UNDERPASS - SIMPANG YASMIN,HARI KERJA,2050.57,SMP/JAM,2023
305,32,JAWA BARAT,3271,KOTA BOGOR,2,SIMPANG YASMIN - UNDERPASS,HARI KERJA,1844.1,SMP/JAM,2023
306,32,JAWA BARAT,3271,KOTA BOGOR,3,"SIMPANG YASMIN - SIMPANG KAYU
  MANIS",HARI KERJA,868.27,SMP/JAM,2023
307,32,JAWA BARAT,3271,KOTA BOGOR,3,"SIMPANG KAYU MANIS - SIMPANG
  YASMIN",HARI KERJA,894.61,SMP/JAM,2023
308,32,JAWA BARAT,3271,KOTA BOGOR,4,"SIMPANG KAYU MANIS - SALABENDA
  (BATAS KOTA)",HARI KERJA,914.67,SMP/JAM,2023
309,32,JAWA BARAT,3271,KOTA BOGOR,4,"SALABENDA (BATAS KOTA) - SIMPANG
  KAYU MANIS",HARI KERJA,820.92,SMP/JAM,2023
310,32,JAWA BARAT,3271,KOTA BOGOR,1,"SIMPANG NARKOBA (BORR) -
  UNDERPASS",HARI LIBUR,1684.6,SMP/JAM,2023
311,32,JAWA BARAT,3271,KOTA BOGOR,1,"UNDERPASS - SIMPANG NARKOBA
  (BORR)",HARI LIBUR,1631.49,SMP/JAM,2023
312,32,JAWA BARAT,3271,KOTA BOGOR,2,UNDERPASS - SIMPANG YASMIN,HARI LIBUR,1803.58,SMP/JAM,2023
313,32,JAWA BARAT,3271,KOTA BOGOR,2,SIMPANG YASMIN - UNDERPASS,HARI LIBUR,1674.01,SMP/JAM,2023
314,32,JAWA BARAT,3271,KOTA BOGOR,3,"SIMPANG YASMIN - SIMPANG KAYU
  MANIS",HARI LIBUR,834.85,SMP/JAM,2023
315,32,JAWA BARAT,3271,KOTA BOGOR,3,"SIMPANG KAYU MANIS - SIMPANG
  YASMIN",HARI LIBUR,783.6,SMP/JAM,2023
316,32,JAWA BARAT,3271,KOTA BOGOR,4,"SIMPANG KAYU MANIS - SALABENDA
  (BATAS KOTA)",HARI LIBUR,869.88,SMP/JAM,2023
317,32,JAWA BARAT,3271,KOTA BOGOR,4,"SALABENDA (BATAS KOTA) - SIMPANG
  KAYU MANIS",HARI LIBUR,774.25,SMP/JAM,2023
318,32,JAWA BARAT,3271,KOTA BOGOR,1,"SIMPANG NARKOBA (BORR) -
  UNDERPASS",HARI KERJA,0,SMP/JAM,2024
319,32,JAWA BARAT,3271,KOTA BOGOR,1,"UNDERPASS - SIMPANG NARKOBA
  (BORR)",HARI KERJA,0,SMP/JAM,2024
320,32,JAWA BARAT,3271,KOTA BOGOR,2,UNDERPASS - SIMPANG YASMIN,HARI KERJA,0,SMP/JAM,2024
321,32,JAWA BARAT,3271,KOTA BOGOR,2,SIMPANG YASMIN - UNDERPASS,HARI KERJA,0,SMP/JAM,2024
322,32,JAWA BARAT,3271,KOTA BOGOR,3,"SIMPANG YASMIN - SIMPANG KAYU
  MANIS",HARI KERJA,0,SMP/JAM,2024
323,32,JAWA BARAT,3271,KOTA BOGOR,3,"SIMPANG KAYU MANIS - SIMPANG
  YASMIN",HARI KERJA,0,SMP/JAM,2024
324,32,JAWA BARAT,3271,KOTA BOGOR,4,"SIMPANG KAYU MANIS - SALABENDA
  (BATAS KOTA)",HARI KERJA,0,SMP/JAM,2024
325,32,JAWA BARAT,3271,KOTA BOGOR,4,"SALABENDA (BATAS KOTA) - SIMPANG
  KAYU MANIS",HARI KERJA,0,SMP/JAM,2024
326,32,JAWA BARAT,3271,KOTA BOGOR,1,"SIMPANG NARKOBA (BORR) -
  UNDERPASS",HARI LIBUR,0,SMP/JAM,2024
327,32,JAWA BARAT,3271,KOTA BOGOR,1,"UNDERPASS - SIMPANG NARKOBA
  (BORR)",HARI LIBUR,0,SMP/JAM,2024
328,32,JAWA BARAT,3271,KOTA BOGOR,2,UNDERPASS - SIMPANG YASMIN,HARI LIBUR,0,SMP/JAM,2024
329,32,JAWA BARAT,3271,KOTA BOGOR,2,SIMPANG YASMIN - UNDERPASS,HARI LIBUR,0,SMP/JAM,2024
330,32,JAWA BARAT,3271,KOTA BOGOR,3,"SIMPANG YASMIN - SIMPANG KAYU
  MANIS",HARI LIBUR,0,SMP/JAM,2024
331,32,JAWA BARAT,3271,KOTA BOGOR,3,"SIMPANG KAYU MANIS - SIMPANG
  YASMIN",HARI LIBUR,0,SMP/JAM,2024
332,32,JAWA BARAT,3271,KOTA BOGOR,4,"SIMPANG KAYU MANIS - SALABENDA
  (BATAS KOTA)",HARI LIBUR,0,SMP/JAM,2024
333,32,JAWA BARAT,3271,KOTA BOGOR,4,"SALABENDA (BATAS KOTA) - SIMPANG
  KAYU MANIS",HARI LIBUR,0,SMP/JAM,2024
334,32,JAWA BARAT,3271,KOTA BOGOR,1,"SIMPANG NARKOBA (BORR) -
  UNDERPASS",HARI KERJA,1799,SMP/JAM,2025
335,32,JAWA BARAT,3271,KOTA BOGOR,1,"UNDERPASS - SIMPANG NARKOBA
  (BORR)",HARI KERJA,1656,SMP/JAM,2025
336,32,JAWA BARAT,3271,KOTA BOGOR,2,UNDERPASS - SIMPANG YASMIN,HARI KERJA,2071,SMP/JAM,2025
337,32,JAWA BARAT,3271,KOTA BOGOR,2,SIMPANG YASMIN - UNDERPASS,HARI KERJA,1863,SMP/JAM,2025
338,32,JAWA BARAT,3271,KOTA BOGOR,3,"SIMPANG YASMIN - SIMPANG KAYU
  MANIS",HARI KERJA,877,SMP/JAM,2025
339,32,JAWA BARAT,3271,KOTA BOGOR,3,"SIMPANG KAYU MANIS - SIMPANG
  YASMIN",HARI KERJA,904,SMP/JAM,2025
340,32,JAWA BARAT,3271,KOTA BOGOR,4,"SIMPANG KAYU MANIS - SALABENDA
  (BATAS KOTA)",HARI KERJA,924,SMP/JAM,2025
341,32,JAWA BARAT,3271,KOTA BOGOR,4,"SALABENDA (BATAS KOTA) - SIMPANG
  KAYU MANIS",HARI KERJA,829,SMP/JAM,2025
342,32,JAWA BARAT,3271,KOTA BOGOR,1,"SIMPANG NARKOBA (BORR) -
  UNDERPASS",HARI LIBUR,1801,SMP/JAM,2025
